Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
249,"E Noviana, G Indrayanto, A Rohman","Advances in fingerprint analysis for standardization and quality control of herbal medicines",2022,"Frontiers in Pharmacology","frontiersin.org","https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.853023/full","https://scholar.google.com/scholar?cites=11884201928098968238&as_sdt=2005&sciodt=2007&hl=en",75,"2026-09-22 08:28:53","HTML","10.3389/fphar.2022.853023","",,,,,,249,62.25,83,3,4,"… In this review, we described and assessed various fingerprinting techniques reported to date, which are applicable to the standardization and quality control of HMs. We also evaluated …","https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.853023/full","https://scholar.google.com/scholar?q=related:rvJZO7Aq7aQJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
56,"R Sreedhara, BRR Krushna, BD Prasad…","A cost-effective intense blue colour cobalt doped gahnite pigment for latent finger print, cheiloscopy and anti-counterfeiting applications",2023,"Colloids and Surfaces A …","Elsevier","https://www.sciencedirect.com/science/article/pii/S092777572300122X","https://scholar.google.com/scholar?cites=4190508671051555931&as_sdt=2005&sciodt=2007&hl=en",76,"2026-09-22 08:28:53","","","",,,,,,56,18.67,14,4,3,"… The optimized ZAO:5Co 2+ phosphor powder demonstrated levels 1–3 fingerprint (FP) features and groove patterns (types 1–5) of lip print that can be clearly recognised, with excellent …","","https://scholar.google.com/scholar?q=related:W-Q4Hm-tJzoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
81,"J He, S Huang, S Chang, F Wang…","Radio frequency fingerprint identification with hybrid time-varying distortions",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10050441/","https://scholar.google.com/scholar?cites=11713962010906200446&as_sdt=2005&sciodt=2007&hl=en",77,"2026-09-22 08:28:53","","","",,,,,,81,27.00,16,5,3,"… Abstract—Radio frequency fingerprint identification (RFFI) is a promising physical layer … where Ng is the index associated with the guard interval. For simplicity, we can rewrite the …","https://ieeexplore.ieee.org/iel7/7693/4656680/10050441.pdf","https://scholar.google.com/scholar?q=related:fgl8vGJakKIJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
178,"S Zhong, X Guan","Count-based morgan fingerprint: A more efficient and interpretable molecular representation in developing machine learning-based predictive regression models for …",2023,"Environmental science &technology","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.est.3c02198","https://scholar.google.com/scholar?cites=8768624012437941373&as_sdt=2005&sciodt=2007&hl=en",78,"2026-09-22 08:28:53","","10.1021/acs.est.3c02198","",,,,,,178,59.33,89,2,3,"… We checked the optimal fingerprint type for each data set based on RMSEtest. AP-MF is the optimal fingerprint for SO4 •− and pKd data sets, while C-MF is the optimal choice for the …","","https://scholar.google.com/scholar?q=related:fexSxhRpsHkJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
22,"P Agarwal, K Kishor, RK Sinha","All dielectric high Q-factor metasurface refractive index sensor based on dual Fano resonances in THz region",2024,"IEEE Sensors Letters","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10506536/","https://scholar.google.com/scholar?cites=3505780487485765074&as_sdt=2005&sciodt=2007&hl=en",79,"2026-09-22 08:28:53","","","",,,,,,22,11.00,7,3,2,"… Abstract— In this paper, we propose an all-dielectric metasurface refractive index sensor … are very sensitive to the surrounding refractive index. The FOM of the proposed device are …","","https://scholar.google.com/scholar?q=related:0rUVaccIpzAJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
56,"UV Ucak, I Ashyrmamatov, J Lee","Reconstruction of lossless molecular representations from fingerprints",2023,"Journal of cheminformatics","Springer","https://link.springer.com/article/10.1186/s13321-023-00693-0","https://scholar.google.com/scholar?cites=9763349402825587663&as_sdt=2005&sciodt=2007&hl=en",80,"2026-09-22 08:28:53","HTML","10.1186/s13321-023-00693-0","",,,,,,56,18.67,19,3,3,"… the default order of fingerprints features, eg, index-order for … For a fair comparison of the fingerprints, the batch size was … one batch varied according to the fingerprint sequence length. To …","https://link.springer.com/article/10.1186/s13321-023-00693-0","https://scholar.google.com/scholar?q=related:z_twrY1ifocJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
114,"L Sun, L Xu, J Wang, Y Jiao, Z Ma, Z Ma, C Chang…","A pixelated frequency-agile metasurface for broadband terahertz molecular fingerprint sensing",2022,"Nanoscale","pubs.rsc.org","https://pubs.rsc.org/nr/article-abstract/14/27/9681/776611","https://scholar.google.com/scholar?cites=8767463358985042146&as_sdt=2005&sciodt=2007&hl=en",81,"2026-09-22 08:28:53","","","",,,,,,114,28.50,14,8,4,"… , which contains symmetrical C-shape rings of different radiuses combining with graphene micro-ribbon arrays on the quartz substrate (n sub = 2.14, n sub is the refractive index of the …","https://pubs.rsc.org/nr/article/14/27/9681/776611","https://scholar.google.com/scholar?q=related:4niOFXlJrHkJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
42,"K Zhu, B Yan","Multifunctional Eu(iii)-modified HOFs: roxarsone and aristolochic acid carcinogen monitoring and latent fingerprint identification based on artificial intelligence",2023,"Materials Horizons","pubs.rsc.org","https://pubs.rsc.org/mh/article-abstract/10/12/5782/813645","https://scholar.google.com/scholar?cites=1646705266424118178&as_sdt=2005&sciodt=2007&hl=en",82,"2026-09-22 08:28:53","","","",,,,,,42,14.00,21,2,3,"… Based on an automatic fingerprint identification system, the simultaneous differentiation of two fingerprint images is achieved. Moreover, a simulation experiment of criminal arrest is …","https://pubs.rsc.org/mh/article/10/12/5782/813645","https://scholar.google.com/scholar?q=related:onv5FrdF2hYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
75,"H Heidari, A Chalechale","Biometric authentication using a deep learning approach based on different level fusion of finger knuckle print and fingernail",2022,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417421015864","https://scholar.google.com/scholar?cites=4384927327276599873&as_sdt=2005&sciodt=2007&hl=en",83,"2026-09-22 08:28:53","","","",,,,,,75,18.75,38,2,4,"… The proposed method uses the fingernail (FN) and the finger knuckle print (FKP) extracted from the ring, middle and index fingers. The proposed method was evaluated using a dataset …","","https://scholar.google.com/scholar?q=related:QYo5_Ctk2jwJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
59,"M Russinovich, Y Cai, A Salem","Hey, that's my model! introducing chain &hash, an llm fingerprinting technique",2026,"International Conference on …","proceedings.iclr.cc","https://proceedings.iclr.cc/paper_files/paper/2026/hash/4acb23d5d9b4bea566799afac0ee3125-Abstract-Conference.html","https://scholar.google.com/scholar?cites=11556719420046427788&as_sdt=2005&sciodt=2007&hl=en",84,"2026-09-22 08:28:53","","","",,,,,,59,59.00,20,3,1,"… Since each question’s index is derived from an independent hash output modulo |R| = 256, … paraphrasing either preserves or changes the fingerprinted signal. We note that aggressive …","https://proceedings.iclr.cc/paper_files/paper/2026/file/4acb23d5d9b4bea566799afac0ee3125-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:jMa5GBW3YaAJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
49,"SR Sigdel, E Liang, MB Rokaya, S Rai…","Functional traits of a plant species fingerprint ecosystem productivity along broad elevational gradients in the Himalayas",2023,"Functional …","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.14226","https://scholar.google.com/scholar?cites=15441684908875734246&as_sdt=2005&sciodt=2007&hl=en",85,"2026-09-22 08:28:53","","10.1111/1365-2435.14226","",,,,,,49,16.33,10,5,3,"… retrieved normalized difference vegetation index (NDVI) and enhanced vegetation index (EVI) … mollis enable to fingerprint ecosystem function, supporting the intraspecific trait- scaling …","https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/1365-2435.14226","https://scholar.google.com/scholar?q=related:5lwMb5ziS9YJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
174,"JD Glover, ZR Sudderick, BBJ Shih, C Batho-Samblas…","The developmental basis of fingerprint pattern formation and variation",2023,"Cell","cell.com","https://www.cell.com/cell/fulltext/S0092-8674(23)00045-4","https://scholar.google.com/scholar?cites=779587856705139087&as_sdt=2005&sciodt=2007&hl=en",86,"2026-09-22 08:28:53","HTML","","",,,,,,174,58.00,35,5,3,"… development to exert an indirect effect on fingerprint pattern through their effects on digit … cDNAs were amplified for 12 cycles and, based on their concentrations, sample index PCRs …","https://www.cell.com/cell/fulltext/S0092-8674(23)00045-4","https://scholar.google.com/scholar?q=related:jzEedgan0QoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
53,"H Fu, L Peng, M Liu, A Hu","Deep learning-based RF fingerprint identification with channel effects mitigation",2023,"IEEE Open Journal of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10184130/","https://scholar.google.com/scholar?cites=15813400959196646095&as_sdt=2005&sciodt=2007&hl=en",87,"2026-09-22 08:28:53","","","",,,,,,53,17.67,13,4,3,"… These unique and persistent features can be regarded as the “fingerprint” of a device [5], [6]. … Hu, “Deep learning based RF fingerprint identification using differential constellation trace …","https://ieeexplore.ieee.org/iel7/8782661/10008219/10184130.pdf","https://scholar.google.com/scholar?q=related:z8q8r2N8dNsJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
92,"Y Xing, A Hu, J Zhang, L Peng…","Design of a channel robust radio frequency fingerprint identification scheme",2022,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9979789/","https://scholar.google.com/scholar?cites=6216729285508402676&as_sdt=2005&sciodt=2007&hl=en",88,"2026-09-22 08:28:53","","","",,,,,,92,23.00,18,5,4,"Radio frequency fingerprint (RFF) identification is an emerging device authentication technique that exploits the hardware imperfections resulting from the manufacturing process. Due …","https://livrepository.liverpool.ac.uk/3166616/1/IoTJ%202022%20RFFI%20WiFi.pdf","https://scholar.google.com/scholar?q=related:9A1_91hCRlYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
128,"G Shen, J Zhang, A Marshall…","Toward length-versatile and noise-robust radio frequency fingerprint identification",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10100932/1000","https://scholar.google.com/scholar?cites=8422533701779561455&as_sdt=2005&sciodt=2007&hl=en",89,"2026-09-22 08:28:53","","","",,,,,,128,42.67,32,4,3,"… Then the predicted label can be derived by selecting the index with the highest probability, … Hinders, “Wavelet fingerprinting of radio-frequency identification (RFID) tags,” IEEE Trans. …","https://arxiv.org/pdf/2207.03001","https://scholar.google.com/scholar?q=related:75tT-8bZ4nQJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
41,"D Zhang, J Zhang, Y Bu, B Chen…","A survey of browser fingerprint research and application",2022,"… and Mobile Computing","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/3363335","https://scholar.google.com/scholar?cites=18215197413634505236&as_sdt=2005&sciodt=2007&hl=en",90,"2026-09-22 08:28:53","","10.1155/2022/3363335","",,,,,,41,10.25,8,5,4,"… Section 1 introduces the background of browser fingerprinting, related definitions, and … fingerprint features is the main research direction for scholars in obtaining browser fingerprints. …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/3363335","https://scholar.google.com/scholar?q=related:FHpMGYphyfwJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
58,"J Qiu, K Xu, X Xia, Z Shen, W Xie…","Secure transmission scheme based on fingerprint positioning in cell-free massive MIMO systems",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9706316/","https://scholar.google.com/scholar?cites=17979927624177132675&as_sdt=2005&sciodt=2007&hl=en",91,"2026-09-22 08:28:53","","","",,,,,,58,14.50,10,6,4,"… /index.html for more information. … ’s fingerprint information is matched with the fingerprint information of reference points, so as to find the reference point closest to the user’s fingerprint …","","https://scholar.google.com/scholar?q=related:g6RPlumIhfkJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
59,"Z Yang, J Li, PPC Lee","Secure and lightweight deduplicated storage via shielded {deduplication-before-encryption}",2022,"… Annual Technical Conference (USENIX ATC 22)","usenix.org","https://www.usenix.org/conference/atc22/presentation/yang-zuoru","https://scholar.google.com/scholar?cites=10622864319702349979&as_sdt=2005&sciodt=2007&hl=en",92,"2026-09-22 08:28:53","","","",,,,,,59,14.75,20,3,4,"… This implies that if we maintain a small fingerprint index to track … It manages a small fingerprint index inside the enclave to … deterministically encrypts the fingerprint of the plaintext chunk (…","https://www.usenix.org/system/files/atc22-yang-zuoru.pdf","https://scholar.google.com/scholar?q=related:m7gHAdH-a5MJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
50,"S Bakheet, A Al-Hamadi, R Youssef","A fingerprint-based verification framework using Harris and SURF feature detection algorithms",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/4/2028","https://scholar.google.com/scholar?cites=15463293773356876913&as_sdt=2005&sciodt=2007&hl=en",93,"2026-09-22 08:28:53","HTML","","",,,,,,50,12.50,17,3,4,"… Feature points extracted from fingerprint images are compared together using proximity metric using normalized Euclidean distance to construct an index-pair matching matrix. Then, a …","https://www.mdpi.com/2076-3417/12/4/2028","https://scholar.google.com/scholar?q=related:cURyQsKnmNYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
71,"H Chen, R Ma, M Zhang","Recent progress in visualization and analysis of fingerprint level 3 features",2022,"ChemistryOpen","Wiley Online Library","https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/open.202200091","https://scholar.google.com/scholar?cites=17889553978946379945&as_sdt=2005&sciodt=2007&hl=en",94,"2026-09-22 08:28:53","","10.1002/open.202200091","",,,,,,71,17.75,24,3,4,"… position of fingerprints had a significant correlation in the Index and Ring fingers.[31] The pore … Commonly, fingerprints left at crime scenes are invisible to our naked eyes. Although they …","https://chemistry-europe.onlinelibrary.wiley.com/doi/pdf/10.1002/open.202200091","https://scholar.google.com/scholar?q=related:qWBGmY92RPgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
92,"J Li, JD Glover, H Zhang, M Peng, J Tan, CB Mallick…","Limb development genes underlie variation in human fingerprint patterns",2022,"Cell","cell.com","https://www.cell.com/cell/fulltext/S0092-8674(21)01446-X","https://scholar.google.com/scholar?cites=3070120066192861929&as_sdt=2005&sciodt=2007&hl=en",95,"2026-09-22 08:28:53","HTML","","",,,,,,92,23.00,13,7,4,"… By leveraging a large-scale GWAS, we identified many fingerprint pattern-… of fingerprint pattern from an individual’s genotype. This work shows that the enormous diversity of fingerprint …","https://www.cell.com/cell/fulltext/S0092-8674(21)01446-X","https://scholar.google.com/scholar?q=related:6Wo5G-9BmyoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
63,"H Jiang, P Ji, T Zhang, H Cao…","Two-factor authentication for keyless entry system via finger-induced vibrations",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10443592/","https://scholar.google.com/scholar?cites=625605639625892266&as_sdt=2005&sciodt=2007&hl=en",96,"2026-09-22 08:28:53","","","",,,,,,63,31.50,13,5,2,"… The report highlights that fingerprint films can easily trick fingerprint sensors and passcodes … The participants used their dominant hand’s index finger to collect the data. They were not …","","https://scholar.google.com/scholar?q=related:quFhvwOZrggJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
67,"P Dey, S Islam, P Das, SK Seth","Structural and computational insights into two trimethylenedipyridine co-crystals: Inputs from X-ray diffraction, Hirshfeld surface, PIXEL, QTAIM and NCI plots",2024,"Journal of Molecular Structure","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022286023019105","https://scholar.google.com/scholar?cites=6557501366929707562&as_sdt=2005&sciodt=2007&hl=en",97,"2026-09-22 08:28:53","","","",,,,,,67,33.50,17,4,2,"… ), and shape index (S, measure of the qualitative shape of the surface) have been explored for both the co-crystals (1 and 2). Expanded 2D fingerprint plots that provide quantitative …","","https://scholar.google.com/scholar?q=related:KtL7BcDsAFsJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
148,"X He, C Fan, Y Luo, T Xu, X Zhang","Flexible microfluidic nanoplasmonic sensors for refreshable and portable recognition of sweat biochemical fingerprint",2022,"npj Flexible Electronics","nature.com","https://www.nature.com/articles/s41528-022-00192-6","https://scholar.google.com/scholar?cites=12366789699946373632&as_sdt=2005&sciodt=2007&hl=en",98,"2026-09-22 08:28:53","HTML","","",,,,,,148,37.00,30,5,4,"Wearable sweat sensors with various sensing systems can provide noninvasive medical diagnostics and healthcare monitoring. Here, we demonstrate a wearable microfluidic …","https://www.nature.com/articles/s41528-022-00192-6","https://scholar.google.com/scholar?q=related:AGJDxbWpn6sJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
27,"AR Roddy, JD Stosz","Fingerprint feature processing techniques and poroscopy",2022,"… Biometric Techniques in Fingerprint and …","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9780203750520-2&type=chapterpdf","https://scholar.google.com/scholar?cites=10931670342893143192&as_sdt=2005&sciodt=2007&hl=en",99,"2026-09-22 08:28:53","","","",,,,,,27,6.75,14,2,4,"… Trying to match Person A's prints to Person B's prints … index print to their own index print is termed a matching print attempt. Matching Person A's index print to their thumb print (or a print …","","https://scholar.google.com/scholar?q=related:mITRJUIYtZcJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
65,"X Zhu, W Qu, X Zhou, L Zhao, Z Ning…","Intelligent fingerprint-based localization scheme using CSI images for Internet of Things",2022,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9744536/","https://scholar.google.com/scholar?cites=14097657649872189047&as_sdt=2005&sciodt=2007&hl=en",100,"2026-09-22 08:28:53","","","",,,,,,65,16.25,11,6,4,"… See ht_tps://www.ieee.org/publications/rights/index.html for more information. … the localization performance if it is used as the fingerprints. In particular, CSI data include amplitude and …","","https://scholar.google.com/scholar?q=related:dzazofDwpMMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
52,"A Makrushin, A Uhl, J Dittmann","A survey on synthetic biometrics: Fingerprint, face, iris and vascular patterns",2023,"Ieee Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10056846/","https://scholar.google.com/scholar?cites=12479082642271208708&as_sdt=2005&sciodt=2007&hl=en",101,"2026-09-22 08:28:53","","","",,,,,,52,17.33,17,3,3,"… Simulation of a fingerprint generation process by Petri net is proposed in [34… Enhanced benchmarking and tuning of printed fingerprint detection,’’ IEEE Trans. Inf. Forensics Security, vol. …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10056846.pdf","https://scholar.google.com/scholar?q=related:BIVRz4ubLq0J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
50,"TH Nguyen-Vo, QH Trinh, L Nguyen…","iCYP-MFE: Identifying human cytochrome P450 inhibitors using multitask learning and molecular fingerprint-embedded encoding",2022,"Journal of Chemical …","ACS Publications","https://pubs.acs.org/jcisd8/article-abstract/62/21/5059/850196","https://scholar.google.com/scholar?cites=1076212560005974553&as_sdt=2005&sciodt=2007&hl=en",102,"2026-09-22 08:28:53","","","",,,,,,50,12.50,13,4,4,"… indexing vectors were multilengthy sequences consisting of integers from 1 to 2048, shorter sequences indexing … The maximal length of indexing vectors was empirically chosen at 200 (…","","https://scholar.google.com/scholar?q=related:GUr4DZ957w4J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
150,"Z Ren, Z Zhang, J Wei, B Dong, C Lee","Wavelength-multiplexed hook nanoantennas for machine learning enabled mid-infrared spectroscopy",2022,"Nature Communications","nature.com","https://www.nature.com/articles/s41467-022-31520-z","https://scholar.google.com/scholar?cites=11323094324417857298&as_sdt=2005&sciodt=2007&hl=en",103,"2026-09-22 08:28:53","HTML","","",,,,,,150,37.50,30,5,4,"… , decoupling the IR fingerprint absorption and refractive index change induced by molecules … can be designed to cover all IR fingerprint ranges by engineering the antenna length for …","https://www.nature.com/articles/s41467-022-31520-z","https://scholar.google.com/scholar?q=related:EgcrtUu2I50J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
1185,"J Priem, H Piwowar, R Orr","OpenAlex: A fully-open index of scholarly works, authors, venues, institutions, and concepts",2022,"arXiv preprint arXiv:2205.01833","arxiv.org","https://arxiv.org/abs/2205.01833","https://scholar.google.com/scholar?cites=4225774098755067485&as_sdt=2005&sciodt=2007&hl=en",104,"2026-09-22 08:28:53","","","",,,,,,1185,296.25,395,3,4,"… OpenAlex indexes about 109,000 institutions. The CEID for institutions is the ROR ID; about 94% of institutions in OpenAlex have ROR IDs. In order to link institutions to works, we parse …","https://arxiv.org/pdf/2205.01833","https://scholar.google.com/scholar?q=related:XZ5XWSf3pDoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
64,"R Xie, W Xu, J Yu, A Hu, DWK Ng…","Disentangled representation learning for RF fingerprint extraction under unknown channel statistics",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10105269/","https://scholar.google.com/scholar?cites=17329464010021931072&as_sdt=2005&sciodt=2007&hl=en",105,"2026-09-22 08:28:53","","","",,,,,,64,21.33,11,6,3,"… Abstract—Deep learning (DL) applied to a device’s radiofrequency fingerprint (RFF) has attracted … See https://www.ieee.org/publications/rights/index.html for more information. …","https://arxiv.org/pdf/2208.02724","https://scholar.google.com/scholar?q=related:QAhGobOffvAJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
86,"AMM Chowdhury, MH Imtiaz","Contactless fingerprint recognition using deep learning—a systematic review",2022,"Journal of Cybersecurity and Privacy","mdpi.com","https://www.mdpi.com/2624-800X/2/3/36","https://scholar.google.com/scholar?cites=13477450395880816951&as_sdt=2005&sciodt=2007&hl=en",106,"2026-09-22 08:28:53","HTML","","",,,,,,86,21.50,43,2,4,"… finger image obtains ridge–valley contrast that is different from a print made from the contact of a finger … To address this, different technologies for acquiring finger photos, such as 2D …","https://www.mdpi.com/2624-800X/2/3/36","https://scholar.google.com/scholar?q=related:N4FsfLqFCbsJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
54,"B Zhang, X Zhang, W Du, Z Song, G Zhang…","Chemistry-informed molecular graph as reaction descriptor for machine-learned retrosynthesis planning",2022,"Proceedings of the …","pnas.org","https://www.pnas.org/doi/abs/10.1073/pnas.2212711119","https://scholar.google.com/scholar?cites=12551800891558045398&as_sdt=2005&sciodt=2007&hl=en",107,"2026-09-22 08:28:53","","10.1073/pnas.2212711119","",,,,,,54,13.50,9,6,4,"… , while the molecular fingerprint-based index focuses on the … With a similarity index of 0.88, these two molecules are … to our CIMG-based similarity index. In contrast, the similarity ranking …","https://www.pnas.org/doi/full/10.1073/pnas.2212711119","https://scholar.google.com/scholar?q=related:1qa_mGj0MK4J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
73,"J Liu, K Lou, Z Gao, Y Wang, Q Li, M Tan","Comprehending hydrochemical fingerprint, spatial patterns, and driving forces of groundwater in a topical coastal plain of Northern China based on hydrochemical …",2024,"Journal of Cleaner Production","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959652624020882","https://scholar.google.com/scholar?cites=16160217228185887339&as_sdt=2005&sciodt=2007&hl=en",108,"2026-09-22 08:28:53","","","",,,,,,73,36.50,12,6,2,"To comprehensively comprehend the hydrochemical features, spatial patterns, and controlling mechanisms of groundwater in the Longkou coastal plain (LCP), a prime coastal plain in …","","https://scholar.google.com/scholar?q=related:a-Iq0_KfROAJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
34,"AA Arfah, U Suwardoyo","Aplikasi absensi karyawan menggunakan geolocation dan finger print berbasis android",2022,"Jurnal Sintaks Logika","jurnal.umpar.ac.id","https://jurnal.umpar.ac.id/sylog/article/view/1733","https://scholar.google.com/scholar?cites=1049293926871231928&as_sdt=2005&sciodt=2007&hl=en",109,"2026-09-22 08:28:53","","","",,,,,,34,8.50,17,2,4,"… will be made geolocation and finger print, and is equipped with an … Attendance Application U Finger Print Based on Android so … that geolocation and finger print attendance ha employee …","https://jurnal.umpar.ac.id/sylog/article/download/1733/1065","https://scholar.google.com/scholar?q=related:uG0iYETXjw4J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
78,"Y Zeng, Y Gong, J Liu, S Lin, Z Han…","Multi-channel attentive feature fusion for radio frequency fingerprinting",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10262246/","https://scholar.google.com/scholar?cites=14882815360124975327&as_sdt=2005&sciodt=2007&hl=en",110,"2026-09-22 08:28:53","","","",,,,,,78,26.00,13,6,3,"… fingerprints. In this work, we propose a multi-channel attentive feature fusion (McAFF) method for RF fingerprinting. … coefficients at discrete-time index m and frequency-bin index f, and ωf …","https://arxiv.org/pdf/2303.10691","https://scholar.google.com/scholar?q=related:3_j5rbdhis4J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
83,"MY Ansari, V Chandrasekar, AV Singh…","Re-routing drugs to blood brain barrier: a comprehensive analysis of machine learning approaches with fingerprint amalgamation and data balancing",2022,"Ieee Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10003229/","https://scholar.google.com/scholar?cites=11524066278268247299&as_sdt=2005&sciodt=2007&hl=en",111,"2026-09-22 08:28:53","","","",,,,,,83,20.75,21,4,4,"… Interestingly, AUC_ROC of ET models decreased slightly with fingerprint combination relative to individual fingerprints. The performance of XgBoost remained the same after fingerprint …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10003229.pdf","https://scholar.google.com/scholar?q=related:A508FDm17Z8J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
63,"X Chen, D He, X Yan, W Yu…","GNSS interference type recognition with fingerprint spectrum DNN method",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9760100/","https://scholar.google.com/scholar?cites=6114102737531710549&as_sdt=2005&sciodt=2007&hl=en",112,"2026-09-22 08:28:53","","","",,,,,,63,15.75,13,5,4,"… where n denotes the discrete time sequence index, si[n] is the ith satellite signal, Nsv is the number of visible satellites, q[n] is the discrete time interference signal, and w[n] is the white …","","https://scholar.google.com/scholar?q=related:VSzSvguo2VQJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
