Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
43,"L Yang, Q Li, X Ren, Y Fang…","Mitigating receiver impact on radio frequency fingerprint identification via domain adaptation",2024,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10500834/","https://scholar.google.com/scholar?cites=10379672162298041347&as_sdt=2005&sciodt=2007&hl=en",76,"2026-09-22 08:41:33","","","",,,,,,43,21.50,9,5,2,"Radio frequency fingerprint identification (RFFI), which exploits nonideal hardware-induced unique distortion resident in the transmit signals to identify an emitter, is emerging as a …","https://arxiv.org/pdf/2404.08566","https://scholar.google.com/scholar?q=related:AxTJdtYADJAJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
98,"X Yu, X Liang, Z Zhou, B Zhang, H Xue","Deep soft threshold feature separation network for infrared handprint identity recognition and time estimation",2024,"Infrared Physics &Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1350449524001075","https://scholar.google.com/scholar?cites=16371780944101363660&as_sdt=2005&sciodt=2007&hl=en",77,"2026-09-22 08:41:33","","","",,,,,,98,49.00,20,5,2,"… Analogous to the infrared fingerprint identity recognition task in this article, during the thermal diffusion process of infrared fingerprints, features such as fuzzy diffusion appear, which …","","https://scholar.google.com/scholar?q=related:zM-r-QZANOMJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
92,"Y Xing, A Hu, J Zhang, L Peng…","Design of a channel robust radio frequency fingerprint identification scheme",2022,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9979789/","https://scholar.google.com/scholar?cites=6216729285508402676&as_sdt=2005&sciodt=2007&hl=en",78,"2026-09-22 08:41:33","","","",,,,,,92,23.00,18,5,4,"Radio frequency fingerprint (RFF) identification is an emerging device authentication technique that exploits the hardware imperfections resulting from the manufacturing process. Due …","https://livrepository.liverpool.ac.uk/3166616/1/IoTJ%202022%20RFFI%20WiFi.pdf","https://scholar.google.com/scholar?q=related:9A1_91hCRlYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
44,"G Yan, X Fu, Y Wang, Q Zhang, G Gui","Radio frequency fingerprint identification towards statistical and deep learning features: Review, recent results and future directions",2025,"Peer-to-Peer Networking and …","Springer","https://link.springer.com/article/10.1007/s12083-024-01902-9","https://scholar.google.com/scholar?cites=5573296609425326759&as_sdt=2005&sciodt=2007&hl=en",79,"2026-09-22 08:41:33","HTML","10.1007/s12083-024-01902-9","",,,,,,44,44.00,9,5,1,"… [12] formally proposed the term “radio frequency fingerprinting” and pointed out that the … , where it can be used for subsequent tasks such as pattern recognition and classification. …","https://link.springer.com/article/10.1007/s12083-024-01902-9","https://scholar.google.com/scholar?q=related:p4Kv2LxTWE0J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
74,"M Baskar, R Renuka Devi, J Ramkumar…","Region Centric Minutiae Propagation Measure Orient Forgery Detection with Finger Print Analysis in Health Care Systems: M. Baskar et al.",2023,"Neural Processing …","Springer","https://link.springer.com/article/10.1007/s11063-020-10407-4","https://scholar.google.com/scholar?cites=12587791408186590841&as_sdt=2005&sciodt=2007&hl=en",80,"2026-09-22 08:41:33","","10.1007/s11063-020-10407-4","",,,,,,74,24.67,19,4,3,"… finger prints produces highly impacting results in the biometric based security systems. There are many algorithms discussed earlier to detect forged finger prints. … First, the finger print …","https://scholar.archive.org/work/ijp46db3lrgorpihwcet3xrzlm/access/wayback/https://link.springer.com/content/pdf/10.1007/s11063-020-10407-4.pdf?error=cookies_not_supported&code=99441f0d-a755-4735-a63c-06cb5b30b2cc","https://scholar.google.com/scholar?q=related:eQatv5fRsK4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
48,"P Pan, T Zhang, B Yu, R Ma, Q Yue…","A facile construction of bifunctional core-shell magnetic fluorescent Fe3O4@ YVO4: Eu3+ microspheres for latent fingerprint detection",2022,"Journal of Colloid and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S002197972101122X","https://scholar.google.com/scholar?cites=2486490825733989620&as_sdt=2005&sciodt=2007&hl=en",81,"2026-09-22 08:41:33","","","",,,,,,48,12.00,8,6,4,"… Latent fingerprint recognition technique has received increasing attention because it helps to … -interference, and therefore they have great potential for application in identity recognition. …","","https://scholar.google.com/scholar?q=related:9GQkZTvKgSIJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
0,"C Yuan, C Ni, W Qiu, X Jia, X Li…","Dual-Optimized Homomorphic Encryption Supporting Privacy-Preserving Fingerprint Liveness Detection",2025,"2025 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11350132/","",82,"2026-09-22 08:41:33","","","",,,,,,0,0.00,0,6,1,"… research area aimed at bolstering fingerprint recognition systems against spoofing attacks. However, the direct use of these fingerprints unavoidably raises privacy concerns throughout …","","https://scholar.google.com/scholar?q=related:VNgTO2-i5YcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
37,"D Maltoni, D Maio, AK Jain, J Feng","Fingerprint analysis and representation",2022,"Handbook of fingerprint recognition","Springer","https://link.springer.com/chapter/10.1007/978-3-030-83624-5_3","https://scholar.google.com/scholar?cites=1361407515707599913&as_sdt=2005&sciodt=2007&hl=en",83,"2026-09-22 08:41:33","","10.1007/978-3-030-83624-5_3","",,,,,,37,9.25,9,4,4,"… 3.4), only ridge endings and bifurcations are considered by the fingerprint encoding standards (ISO/IEC 19794-2, 2011 and ANSI/NIST-ITL 1-2011, 2015) to deal with the practical …","","https://scholar.google.com/scholar?q=related:KWxMKOyw5BIJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
56,"B Yu, S Liu, W Xie, P Pan, P Zhou, Y Zou, Q Yue…","Versatile core–shell magnetic fluorescent mesoporous microspheres for multilevel latent fingerprints magneto‐optic information recognition",2022,"InfoMat","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/inf2.12289","https://scholar.google.com/scholar?cites=1709710881080929465&as_sdt=2005&sciodt=2007&hl=en",84,"2026-09-22 08:41:33","","10.1002/inf2.12289","",,,,,,56,14.00,7,8,4,"… the fingerprint visualization without causing damage to biological information of the fingerprints. … physical developers has become a research hotspot in latent fingerprint recognition. …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12289","https://scholar.google.com/scholar?q=related:uexy5_wcuhcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
126,"L Xie, L Peng, J Zhang, A Hu","Radio frequency fingerprint identification for Internet of Things: A survey",2023,"Security and Safety","sands.edpsciences.org","https://sands.edpsciences.org/articles/sands/abs/2024/01/sands20230017/sands20230017.html","https://scholar.google.com/scholar?cites=15805429634807175771&as_sdt=2005&sciodt=2007&hl=en",85,"2026-09-22 08:41:33","","","",,,,,,126,42.00,32,4,3,"… In addition, they discussed the effects of sampling rate and sampling time on recognition … DSLN: securing internet of things through RF fingerprint recognition in low-SNR settings. …","https://sands.edpsciences.org/articles/sands/pdf/2024/01/sands20230017.pdf","https://scholar.google.com/scholar?q=related:WxodGYMqWNsJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
42,"V Rajasekar, M Saracevic, M Hassaballah…","Efficient multimodal biometric recognition for secure authentication based on deep learning approach",2023,"… Journal on Artificial …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0218213023400171","https://scholar.google.com/scholar?cites=17012476792468596056&as_sdt=2005&sciodt=2007&hl=en",86,"2026-09-22 08:41:33","","10.1142/S0218213023400171","",,,,,,42,14.00,11,4,3,"… The multimodal biometrics used in the proposed approach is facial recognition, fingerprint recognition, and iris recognition. Face detection is the method of identifying a person’s face in …","","https://scholar.google.com/scholar?q=related:WOWqvIF1GOwJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
63,"HR Girisha, BRR Krushna, SC Sharma…","A novel single phase La2CaZnO5: Dy3+ phosphor for potential applications in WLED's, latent fingerprint and cheiloscopy",2023,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022231322008146","https://scholar.google.com/scholar?cites=13013483349168786672&as_sdt=2005&sciodt=2007&hl=en",87,"2026-09-22 08:41:33","","","",,,,,,63,21.00,16,4,3,"… –3 features of fingerprint and groove pattern of lip print can be … on the finger can be recognised using fingerprint characteristics… area for personal identification is lip print recognition [4,5]. …","","https://scholar.google.com/scholar?q=related:8IyqXSgumbQJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
39,"S Li, J Guo, W Shi, X Hu, S Chen, J Luo, Y Li…","Synthesis and characterization of wide band excited yellow phosphor LaNb2VO9: Dy3+ and application in potential fingerprint and lip print detection",2022,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022231321007973","https://scholar.google.com/scholar?cites=16496928800461136965&as_sdt=2005&sciodt=2007&hl=en",88,"2026-09-22 08:41:33","","","",,,,,,39,9.75,5,8,4,"… 1–3 features of fingerprint and groove pattern of lip print can be … fingerprint (LFP) can assist police with identifying personal information and crime scenes. In addition, lip print recognition …","","https://scholar.google.com/scholar?q=related:RaRl7Fbd8OQJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
50,"D Sharma, A Selwal","HyFiPAD: a hybrid approach for fingerprint presentation attack detection using local and adaptive image features",2022,"The Visual Computer","Springer","https://link.springer.com/article/10.1007/s00371-021-02173-8","https://scholar.google.com/scholar?cites=10954832279052320493&as_sdt=2005&sciodt=2007&hl=en",89,"2026-09-22 08:41:33","","10.1007/s00371-021-02173-8","",,,,,,50,12.50,25,2,4,"… fingerprint biometric is widely deployed for this task due its higher reliability and low sensing cost with user’s convenience. Thus, the fingerprint-based recognition … to separate fingerprint …","https://www.researchgate.net/profile/Deepika-Sharma-71/publication/354803951_0123456789_1_3_The_Visual_Computer/links/614d66113c6cb310698b515e/0123456789-1-3-The-Visual-Computer.pdf","https://scholar.google.com/scholar?q=related:7X7lpuphB5gJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
56,"S Bera, A Selvakumaraswamy, BP Nayak…","Aggregation-induced emission luminogens for latent fingerprint detection",2024,"Chemical …","pubs.rsc.org","https://pubs.rsc.org/cc/article-abstract/60/64/8314/839211","https://scholar.google.com/scholar?cites=626264766924969881&as_sdt=2005&sciodt=2007&hl=en",90,"2026-09-22 08:41:33","","","",,,,,,56,28.00,14,4,2,"… ., which do not have a contribution in finger printing. Sebaceous glands are present all over … The clarity of fingerprint recognition by CPAB varied greatly with the type of substrate used (…","https://pubs.rsc.org/cc/article-pdf/60/64/8314/9564669/d4cc02026j.pdf","https://scholar.google.com/scholar?q=related:mdfnx3zwsAgJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
52,"X Yang, Y Zhuang, F Gu, M Shi, X Cao…","DeepWiPos: A deep learning-based wireless positioning framework to address fingerprint instability",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/iel7/25/10155543/10040752.pdf","https://scholar.google.com/scholar?cites=8829668738549508101&as_sdt=2005&sciodt=2007&hl=en",91,"2026-09-22 08:41:33","","","",,,,,,52,17.33,9,6,3,"… the fingerprint spatial ambiguity in real scenarios, we propose an attention-guided LSTM-based positioning framework to fuse the FSG and the RSS fingerprints… in image recognition and …","","https://scholar.google.com/scholar?q=related:BWidpe9IiXoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
0,"B Li","Fingerprint recognizing display panel and fingerprint recognizing display",2022,"US Patent App. 17/266,138","Google Patents","https://patents.google.com/patent/US20220309823A1/en","",92,"2026-09-22 08:41:33","","","",,,,,,0,0.00,0,1,4,"… finger print recognition operation , the second fingerprint recogniz ing electrode 602 senses the pressure change in the finger print … fingerprint recognizing electrode 601 and the second …","https://patentimages.storage.googleapis.com/83/2f/da/2ff359f66d8ada/US20220309823A1.pdf","https://scholar.google.com/scholar?q=related:t_9Pv5rBXa0J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
90,"M Nabati, SA Ghorashi","A real-time fingerprint-based indoor positioning using deep learning and preceding states",2023,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417422019078","https://scholar.google.com/scholar?cites=6602901889188937335&as_sdt=2005&sciodt=2007&hl=en",93,"2026-09-22 08:41:33","HTML","","",,,,,,90,30.00,45,2,3,"In fingerprint-based positioning methods, the received signal strength (RSS) vectors from access points are measured at reference points and saved in a database. Then, this dataset is …","https://www.sciencedirect.com/science/article/pii/S0957417422019078","https://scholar.google.com/scholar?q=related:d77c10g4olsJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
27,"Z Wu, Z Lv, J Kang, W Ding…","Fingerprint bio‐key generation based on a deep neural network",2022,"International Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/int.22782","https://scholar.google.com/scholar?cites=9953015192729250456&as_sdt=2005&sciodt=2007&hl=en",94,"2026-09-22 08:41:33","","10.1002/int.22782","",,,,,,27,6.75,5,5,4,"… instability between the fingerprint samples can be … fingerprint key in communication transmission. However, the scheme does not verify the recognition rate of the regenerated fingerprint …","https://www.researchgate.net/profile/Zhendong-Wu-4/publication/357097268_Fingerprint_bio-key_generation_based_on_a_deep_neural_network/links/63fa984b574950594542dc1b/Fingerprint-bio-key-generation-based-on-a-deep-neural-network.pdf","https://scholar.google.com/scholar?q=related:mGqxnpU2IIoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
77,"M Rukhiran, S Wong-In, P Netinant","IoT-based biometric recognition systems in education for identity verification services: Quality assessment approach",2023,"Ieee Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10058940/","https://scholar.google.com/scholar?cites=722082888350490390&as_sdt=2005&sciodt=2007&hl=en",95,"2026-09-22 08:41:33","","","",,,,,,77,25.67,26,3,3,"… Access control using fingerprint recognition [13], face recognition to grant access [14… In our research, face recognition precedes or follows fingerprint recognition or vice versa. For …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10058940.pdf","https://scholar.google.com/scholar?q=related:Ft-Eqo9aBQoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
16,"K Shashidhar, A kumar Dharmireddy…","Anti-theft fingerprint security system for motor vehicles",2023,"… Technology for IoT …","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003269991-8&type=chapterpdf","https://scholar.google.com/scholar?cites=4630230156676865212&as_sdt=2005&sciodt=2007&hl=en",96,"2026-09-22 08:41:33","","","",,,,,,16,5.33,5,3,3,"… Fingerprint recognition is a relatively new high-tech application. The fingerprint image can now … The transmitter pin of the finger print sensor is connected to the transmitter pin of Arduino (…","","https://scholar.google.com/scholar?q=related:vJwGpcvhQUAJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
79,"M Chhabra, KK Ravulakollu, M Kumar…","Improving automated latent fingerprint detection and segmentation using deep convolutional neural network",2023,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-022-07894-y","https://scholar.google.com/scholar?cites=1557970373606193489&as_sdt=2005&sciodt=2007&hl=en",97,"2026-09-22 08:41:33","","10.1007/s00521-022-07894-y","",,,,,,79,26.33,20,4,3,"… such as person identification, visual recognition, speech recognition. CNN has been so far a … A classification problem was proposed based on the latent fingerprint orientation field using …","","https://scholar.google.com/scholar?q=related:UTlh4cwFnxUJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
284,"N Bai, Y Xue, S Chen, L Shi, J Shi, Y Zhang…","A robotic sensory system with high spatiotemporal resolution for texture recognition",2023,"Nature …","nature.com","https://www.nature.com/articles/s41467-023-42722-4","https://scholar.google.com/scholar?cites=1547237006591388429&as_sdt=2005&sciodt=2007&hl=en",98,"2026-09-22 08:41:33","HTML","","",,,,,,284,94.67,41,7,3,"… slip-sensor The PDMS fingerprint on top of the sensor mimics the human fingerprint to capture the vibrational stimuli during interaction, and the fingerprint tip size determines the spatial …","https://www.nature.com/articles/s41467-023-42722-4","https://scholar.google.com/scholar?q=related:Des3IdzjeBUJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
54,"X Fu, J Dong, L Li, L Zhang, J Zhang, L Yu, Q Lin…","Fingerprint-inspired dual-mode pressure sensor for robotic static and dynamic perception",2022,"Nano Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211285522008655","https://scholar.google.com/scholar?cites=4358393241947221213&as_sdt=2005&sciodt=2007&hl=en",99,"2026-09-22 08:41:33","","","",,,,,,54,13.50,7,8,4,"… The designed fingerprint-inspired annular hierarchical wrinkles and the hybrid nanogenerators could realize surface texture recognition with high efficiency and accuracy. This …","","https://scholar.google.com/scholar?q=related:3Sy60Y8ffDwJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
40,"KK Mohammed, EI Abd El-Latif, NE El-Sayad…","Radio frequency fingerprint-based drone identification and classification using Mel spectrograms and pre-trained YAMNet neural",2023,"Internet of Things","Elsevier","https://www.sciencedirect.com/science/article/pii/S2542660523002020","https://scholar.google.com/scholar?cites=7321524895768494736&as_sdt=2005&sciodt=2007&hl=en",100,"2026-09-22 08:41:33","","","",,,,,,40,13.33,10,4,3,"… In recent years, deep learning techniques have emerged as powerful tools for pattern recognition and classification tasks. Transfer learning, in particular, has gained attention due to its …","","https://scholar.google.com/scholar?q=related:kMJ1AhpIm2UJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
37,"CT Hsiao, CY Lin, PS Wang, YT Wu","Application of convolutional neural network for fingerprint-based prediction of gender, finger position, and height",2022,"Entropy","mdpi.com","https://www.mdpi.com/1099-4300/24/4/475","https://scholar.google.com/scholar?cites=13510660128980620776&as_sdt=2005&sciodt=2007&hl=en",101,"2026-09-22 08:41:33","HTML","","",,,,,,37,9.25,9,4,4,"… Each fingerprint card comprises an upper three-sided print area and a lower flat print area Figure 2b,c. Since flat prints are more commonly found at crime scenes, the present study …","https://www.mdpi.com/1099-4300/24/4/475","https://scholar.google.com/scholar?q=related:6FXsBM6Bf7sJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
35,"X Liu, R Wu, H Zhang, Z Chen, Y Liu…","Graph temporal convolutional network-based WiFi indoor localization using fine-grained CSI fingerprint",2025,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10838284/","https://scholar.google.com/scholar?cites=13941427269089691333&as_sdt=2005&sciodt=2007&hl=en",102,"2026-09-22 08:41:33","","","",,,,,,35,35.00,6,6,1,"… racy of noise recognition in wavelet transformation, we use PCA to extract the … fingerprint databases, we propose a GTCN that exploits both spatial and temporal features of the fingerprint…","","https://scholar.google.com/scholar?q=related:xQYJhDzmecEJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
45,"D Sharma, A Selwal","An intelligent approach for fingerprint presentation attack detection using ensemble learning with improved local image features",2022,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-021-11254-8","https://scholar.google.com/scholar?cites=9225831547057469640&as_sdt=2005&sciodt=2007&hl=en",103,"2026-09-22 08:41:33","","10.1007/s11042-021-11254-8","",,,,,,45,11.25,23,2,4,"… However, this rapid relocation to fingerprint-based recognition poses many security concerns … Hence, in this section we present a brief highlight of existing fingerprint PAD techniques. …","","https://scholar.google.com/scholar?q=related:yPjzV-m8CIAJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
29,"DWS Alausa, E Adetiba, JA Badejo, IE Davidson…","Contactless palmprint recognition system: a survey",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9837921/","https://scholar.google.com/scholar?cites=15035399283548258515&as_sdt=2005&sciodt=2007&hl=en",104,"2026-09-22 08:41:33","","","",,,,,,29,7.25,6,5,4,"… The human palm is the flat region of the hand below the fingers visibly marked by principal lines similar to fingerprints. As presented in Figure 5, its unique features include ridges and …","https://ieeexplore.ieee.org/iel7/6287639/9668973/09837921.pdf","https://scholar.google.com/scholar?q=related:04AOyPx3qNAJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
39,"G Zhang, X Huang, Y Gong, Y Ding…","Fingerprint profiling of glycans on extracellular vesicles via lectin-induced aggregation strategy for precise cancer diagnostics",2024,"Journal of the …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/jacs.4c10390","https://scholar.google.com/scholar?cites=1103093699439611371&as_sdt=2005&sciodt=2007&hl=en",105,"2026-09-22 08:41:33","","10.1021/jacs.4c10390","",,,,,,39,19.50,8,5,2,"… This is followed by the selective release of EVs via a competitive recognition mechanism. The isolated EVs are subsequently incubated with lectins to target and identify the glycan …","","https://scholar.google.com/scholar?q=related:680RDeD5Tg8J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
45,"W Yang, S Wang, JJ Kang, MN Johnstone…","A linear convolution-based cancelable fingerprint biometric authentication system",2022,"Computers &Security","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167404821004065","https://scholar.google.com/scholar?cites=8813581183115209319&as_sdt=2005&sciodt=2007&hl=en",106,"2026-09-22 08:41:33","","","",,,,,,45,11.25,9,5,4,"… a new linear convolution-based cancelable fingerprint authentication system. In the proposed system… recognition accuracy, while providing strong protection to fingerprint template data. …","","https://scholar.google.com/scholar?q=related:ZyqmwmMhUHoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
92,"S Lee, JW Park","Fingerprint-inspired triboelectric nanogenerator with a geometrically asymmetric electrode design for a self-powered dynamic pressure sensor",2022,"Nano Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211285522006231","https://scholar.google.com/scholar?cites=17537299838690609075&as_sdt=2005&sciodt=2007&hl=en",107,"2026-09-22 08:41:33","","","",,,,,,92,23.00,46,2,4,"… The skin at the tip of the finger is composed of conformally formed epidermis and dermis layers along the wavy patterns in the fingerprint (Fig. 1a). In fingerprint recognition technologies, …","","https://scholar.google.com/scholar?q=related:s0erZEkBYfMJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
136,"J Zhang, G Shen, W Saad…","Radio frequency fingerprint identification for device authentication in the internet of things",2023,"IEEE Communications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10184988/","https://scholar.google.com/scholar?cites=18062474068446974270&as_sdt=2005&sciodt=2007&hl=en",108,"2026-09-22 08:41:33","","","",,,,,,136,45.33,34,4,3,"… In practice, RFFI is an openset recognition problem as there will always be unknown … Many RFFI classification studies only consider closed-set recognition, focusing on designing …","https://livrepository.liverpool.ac.uk/3171530/1/manuscript%20-%20CM%202023%20RFFI.pdf","https://scholar.google.com/scholar?q=related:PpF8VnfMqvoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
61,"C Chen, X Wang, R Wang, GIN Waterhouse, Z Xu","SERS-tag technology in food safety and detection: Sensing from the “fingerprint” region to the “biological-silent” region",2024,"Journal of Future Foods","Elsevier","https://www.sciencedirect.com/science/article/pii/S2772566923000861","https://scholar.google.com/scholar?cites=17915105690569935952&as_sdt=2005&sciodt=2007&hl=en",109,"2026-09-22 08:41:33","HTML","","",,,,,,61,30.50,12,5,2,"… SERS-tags, typically constructed using signal enhanced substrate, Raman reporter molecules, a biocompatible protective layer and a specific recognition element, provide a powerful …","https://www.sciencedirect.com/science/article/pii/S2772566923000861","https://scholar.google.com/scholar?q=related:UAwAELU9n_gJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
82,"K Ma, J Li, H Ma, Y Yang, H Yang, J Lu, Y Li…","2D Cd-MOF and its mixed-matrix membranes for luminescence sensing antibiotics in various aqueous systems and visible fingerprint identifying",2023,"Chinese Chemical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1001841723000906","https://scholar.google.com/scholar?cites=11529407062050715310&as_sdt=2005&sciodt=2007&hl=en",110,"2026-09-22 08:41:33","","","",,,,,,82,27.33,10,8,3,"… Moreover, fingerprint is one of the most concerned material evidences to identity recognition due to its uniqueness of everyone and unchanged throughout life. So based on the strong …","","https://scholar.google.com/scholar?q=related:rrZpNKOuAKAJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
169,"W Wang, L Lu, Z Li, L Lin, Z Liang, X Lu…","Fingerprint-inspired strain sensor with balanced sensitivity and strain range using laser-induced graphene",2022,"ACS applied materials & …","ACS Publications","https://pubs.acs.org/aamick/article-abstract/14/1/1315/371881","https://scholar.google.com/scholar?cites=15765920083871780183&as_sdt=2005&sciodt=2007&hl=en",111,"2026-09-22 08:41:33","","","",,,,,,169,42.25,24,7,4,"… Various applications show that our fingerprint-inspired sensor is suitable for highly selective speech pattern recognition and pulse signal detection and satisfies all requirements of high-…","","https://scholar.google.com/scholar?q=related:V81f7MjMy9oJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
64,"R Xie, W Xu, J Yu, A Hu, DWK Ng…","Disentangled representation learning for RF fingerprint extraction under unknown channel statistics",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10105269/","https://scholar.google.com/scholar?cites=17329464010021931072&as_sdt=2005&sciodt=2007&hl=en",112,"2026-09-22 08:41:33","","","",,,,,,64,21.33,11,6,3,"Deep learning (DL) applied to a device’s radio-frequency fingerprint (RFF) has attracted significant attention in physical-layer authentication due to its extraordinary classification …","https://arxiv.org/pdf/2208.02724","https://scholar.google.com/scholar?q=related:QAhGobOffvAJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
80,"J Chen, M Li, R Sun, Y Xie…","Enhancement of luminescence from lanthanide metal–organic frameworks by ytterbium and calcium doping: application to photonic barcodes and fingerprint detection",2024,"Advanced Functional …","Wiley Online Library","https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202315276","https://scholar.google.com/scholar?cites=6797045645074545440&as_sdt=2005&sciodt=2007&hl=en",113,"2026-09-22 08:41:33","","10.1002/adfm.202315276","",,,,,,80,40.00,16,5,2,"… Herein, we consider two possibilities: photonic barcodes and fingerprint detection. Both appli… Hence fingerprint recognition by using the Eu-Y-Ca-BTC MOFs is both valid and reliable. …","","https://scholar.google.com/scholar?q=related:ILvIfAD1U14J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
